app,review,rating,date,clean,processed,feature_request,complaint_type,sentiment_score,sentiment
Instagram,good,5,2026-04-28 23:45:28,good,good,False,Other,0.7,Positive
Instagram,nice,5,2026-04-28 23:45:22,nice,nice,False,Other,0.6,Positive
Instagram,without any reason my account suspended,1,2026-04-28 23:44:38,without any reason my account suspended,reason account suspend,False,Other,0.0,Neutral
Instagram,Hey instagram it would be nice if there is a feature telling user which accounts have unfollowed the user,5,2026-04-28 23:44:26,hey instagram it would be nice if there is a feature telling user which accounts have unfollowed the user,hey instagram nice feature tell user account unfollowe user,True,Other,0.6,Positive
Instagram,"this is not that bad app, but few days I face many problems and I'm not going to prefer it to anyone because my I'd got suspended without any reason 🙏🏻🙏🏻",1,2026-04-28 23:43:50,this is not that bad app but few days i face many problems and im not going to prefer it to anyone because my id got suspended without any reason ,bad app day face problem m go prefer d get suspend reason,False,Other,-0.1333333333333333,Negative
Instagram,best,3,2026-04-28 23:43:04,best,well,False,Other,1.0,Positive
Instagram,the to stangers nidhi and gaurav,5,2026-04-28 23:42:44,the to stangers nidhi and gaurav,stanger nidhi gaurav,False,Other,0.0,Neutral
Instagram,help me make friends and also make me happy when sad when watching funny videos,5,2026-04-28 23:42:06,help me make friends and also make me happy when sad when watching funny videos,help friend happy sad watch funny video,False,Other,0.18333333333333335,Positive
Instagram,I hate it,1,2026-04-28 23:41:58,i hate it,hate,False,Other,-0.8,Negative
Instagram,can't open,1,2026-04-28 23:41:13,cant open,not open,False,Other,0.0,Neutral
Instagram,It's completely broken as of last week. Can't even sign in after a re-install -Android 12.0,1,2026-04-28 23:41:09,its completely broken as of last week cant even sign in after a reinstall android ,completely break week not sign reinstall android,False,Other,-0.2,Negative
Instagram,Awesomes,5,2026-04-28 23:41:09,awesomes,awesome,False,Other,0.0,Neutral
Instagram,very nice 👍,5,2026-04-28 23:40:35,very nice ,nice,False,Other,0.78,Positive
Instagram,Follow me,5,2026-04-28 23:38:49,follow me,follow,False,Other,0.0,Neutral
Instagram,mere baar baar account suspended or disable ho rahe Bina koi reason 😡😡,1,2026-04-28 23:38:35,mere baar baar account suspended or disable ho rahe bina koi reason ,mere baar baar account suspend disable ho rahe bina koi reason,False,Other,-0.5,Negative
Instagram,This app is very interesting and I like the app thank you☺ 🩷,5,2026-04-28 23:38:32,this app is very interesting and i like the app thank you ,app interesting like app thank,False,Other,0.65,Positive
Instagram,Nice App,5,2026-04-28 23:37:48,nice app,nice app,False,Other,0.6,Positive
Instagram,This app getting slow day by day it take a lot time to refresh n also reels stuck while watching the video plz work on your server it's down for days i can't even login plz plz just work on it,2,2026-04-28 23:37:41,this app getting slow day by day it take a lot time to refresh n also reels stuck while watching the video plz work on your server its down for days i cant even login plz plz just work on it,app get slow day day lot time refresh n reel stick watch video plz work server day not login plz plz work,False,Performance,-0.2277777777777778,Negative
Instagram,Horrible. Won't let me log in. don't recommend.,1,2026-04-28 23:37:31,horrible wont let me log in dont recommend,horrible will not let log not recommend,False,Other,-1.0,Negative
Instagram,very nice apps,5,2026-04-28 23:36:52,very nice apps,nice app,False,Other,0.78,Positive
Instagram,pain healer...🩹 this is the best app in this world worth it....😄 I really like it.. it was just wordless awesome and brilliant....💯,5,2026-04-28 23:36:46,pain healer this is the best app in this world worth it i really like it it was just wordless awesome and brilliant,pain healer good app world worth like wordless awesome brilliant,False,Other,0.6799999999999999,Positive
Instagram,worst add i was using Instagram from last 10 years I've a lot memories and photographs of mine all just gone without any reason it was my personal and private account i didn't even volitions any policy,1,2026-04-28 23:36:28,worst add i was using instagram from last  years ive a lot memories and photographs of mine all just gone without any reason it was my personal and private account i didnt even volitions any policy,bad add instagram   year ve lot memory photograph go reason personal private account not volition policy,True,Other,-0.25,Negative
Instagram,It a very suitable app i enjoy being in gram☺️,5,2026-04-28 23:35:41,it a very suitable app i enjoy being in gram,suitable app enjoy gram,False,UI/UX,0.5575000000000001,Positive
Instagram,best app like this app 👍👍,5,2026-04-28 23:35:25,best app like this app ,good app like app,False,Other,1.0,Positive
Instagram,Instagram not run fast on followers please give me a 10 million followers,5,2026-04-28 23:34:59,instagram not run fast on followers please give me a  million followers,instagram run fast follower   million follower,False,Other,0.2,Positive
Instagram,good,5,2026-04-28 23:34:39,good,good,False,Other,0.7,Positive
Instagram,i like this Instagram account ☺️,5,2026-04-28 23:34:20,i like this instagram account ,like instagram account,False,Other,0.0,Neutral
Instagram,updates too much,2,2026-04-28 23:34:09,updates too much,update,True,Other,0.2,Positive
Instagram,"they blocked my account of 5 years by saying you didn't follow any rules, i always followed every rules and guidelines. still why???? please instagram team contact with me. it's urgent",1,2026-04-28 23:32:27,they blocked my account of  years by saying you didnt follow any rules i always followed every rules and guidelines still why please instagram team contact with me its urgent,block account   year say not follow rule follow rule guideline instagram team contact urgent,False,UI/UX,0.0,Neutral
Instagram,"nice 👍🏼, but you no instgram this platform to reels is bad so bad reels are coming in my reel screen",3,2026-04-28 23:32:22,nice  but you no instgram this platform to reels is bad so bad reels are coming in my reel screen,nice   instgram platform reel bad bad reel come reel screen,False,Other,-0.26666666666666655,Negative
Instagram,I love this app,5,2026-04-28 23:32:09,i love this app,love app,False,Other,0.5,Positive
Instagram,"Very poor service, my ID is getting suspended again and again, I am making a new ID and it is also getting suspended without any reason, I have made 3 new IDs, how can all three be suspended together?",1,2026-04-28 23:32:01,very poor service my id is getting suspended again and again i am making a new id and it is also getting suspended without any reason i have made  new ids how can all three be suspended together,poor service d getting suspend make new d getting suspend reason   new id suspend,False,Other,-0.08242424242424244,Neutral
Instagram,best ever social media platform that I have used 😃 I really like to use this app 💯😎,5,2026-04-28 23:31:21,best ever social media platform that i have used  i really like to use this app ,well social medium platform   like use app,False,Other,0.41111111111111115,Positive
Instagram,my id kh_anas_05 has aa problem password and username his correct but loading problem device vivo y19,5,2026-04-28 23:31:09,my id khanas has aa problem password and username his correct but loading problem device vivo y,d khanas aa problem password username correct load problem device vivo y,False,Other,0.0,Neutral
Instagram,Vibe✌️🤞☺️,5,2026-04-28 23:30:57,vibe,vibe,False,Other,0.0,Neutral
Instagram,it is the one of the most entertaining app,5,2026-04-28 23:30:48,it is the one of the most entertaining app,entertaining app,False,Other,0.5,Positive
Instagram,Excellent,5,2026-04-28 23:30:28,excellent,excellent,False,Other,1.0,Positive
Instagram,good,5,2026-04-28 23:30:17,good,good,False,Other,0.7,Positive
Instagram,It was the best aap My school was ended but I will aslo contact with my friend thank you for it,5,2026-04-28 23:30:08,it was the best aap my school was ended but i will aslo contact with my friend thank you for it,good aap school end aslo contact friend thank,False,Other,1.0,Positive
Instagram,ur app is not working always showing no internet and error Plss fix it,1,2026-04-28 23:29:52,ur app is not working always showing no internet and error plss fix it,ur app work show internet error plss fix,False,Other,0.0,Neutral
Instagram,good,5,2026-04-28 23:29:36,good,good,False,Other,0.7,Positive
Instagram,"I've been using Instagram for years but, sadly all of my accounts are getting suspended for no reason at all, i didn't even post anything, didn't do any violations, or do something that broke the rules, it's always the community saying i broke the rules but. i need to be honest. this is the worse thing Instagram could do i created lots of account's and after some days Instagram gonna suspend my accounts it's ridiculous. so please Instagram fix this.",1,2026-04-28 23:29:19,ive been using instagram for years but sadly all of my accounts are getting suspended for no reason at all i didnt even post anything didnt do any violations or do something that broke the rules its always the community saying i broke the rules but i need to be honest this is the worse thing instagram could do i created lots of accounts and after some days instagram gonna suspend my accounts its ridiculous so please instagram fix this,ve instagram year sadly account getting suspend reason not post not violation break rule community say break rule need honest bad thing instagram create lot account day instagram go to suspend account ridiculous instagram fix,True,Other,-0.15833333333333333,Negative
Instagram,Sadiq mahmood Adam Abdullah,5,2026-04-28 23:29:18,sadiq mahmood adam abdullah,sadiq mahmood adam abdullah,False,Other,0.0,Neutral
Instagram,يجب أن يتغير هذا! من المزعج جدًا أنني لا أستطيع إضافة أي أغنية أريدها إلى ملاحظاتي. ما الهدف من جعل الأغاني غير متاحة في بلدنا؟ إنه أمر محبط حقًا عندما لا تكون الأغنية التي أريد استخدامها غير متاحة في بلد,3,2026-04-28 23:28:55,                                       ,                                       ,False,Other,0.0,Neutral
Instagram,it's Good 👍,5,2026-04-28 23:28:41,its good ,good,False,Other,0.7,Positive
Instagram,"Hello Instagram Team, My account has been suspended multiple times, and I am really concerned about this issue. I believe there might be a mistake or misunderstanding. I always try to follow Instagram’s Community Guidelines and do not intentionally post anything that violates the rules. If something from my side caused this, I sincerely apologize and would appreciate it if you could guide me so I can avoid it in the future. This AAP is so important for me 🙏🏻🙂",1,2026-04-28 23:28:32,hello instagram team my account has been suspended multiple times and i am really concerned about this issue i believe there might be a mistake or misunderstanding i always try to follow instagrams community guidelines and do not intentionally post anything that violates the rules if something from my side caused this i sincerely apologize and would appreciate it if you could guide me so i can avoid it in the future this aap is so important for me ,hello instagram team account suspend multiple time concerned issue believe mistake misunderstand try follow instagram community guideline intentionally post violate rule cause sincerely apologize appreciate guide avoid future aap important,False,UI/UX,0.22000000000000003,Positive
Instagram,very nice,5,2026-04-28 23:28:30,very nice,nice,False,Other,0.78,Positive
Instagram,love you instagram ❤️ 💛,5,2026-04-28 23:28:05,love you instagram  ,love instagram  ,False,Other,0.5,Positive
Instagram,"Everything is good in this app but what has happened now that there is a network problem, I am not able to login, my account has unlimited loading, please fix this problem, I want to take my photos from it.",3,2026-04-28 23:27:42,everything is good in this app but what has happened now that there is a network problem i am not able to login my account has unlimited loading please fix this problem i want to take my photos from it,good app happen network problem able login account unlimited loading fix problem want photo,False,Network,0.22499999999999998,Positive
Instagram,this app is nice and it is good for pastime,5,2026-04-28 23:27:38,this app is nice and it is good for pastime,app nice good pastime,False,Other,0.6499999999999999,Positive
Instagram,excellent,5,2026-04-28 23:27:19,excellent,excellent,False,Other,1.0,Positive
Instagram,5 star,5,2026-04-28 23:27:18, star,  star,False,Other,0.0,Neutral
Instagram,hlo mera account bar bar suspend ho raha ha pls help me,5,2026-04-28 23:26:07,hlo mera account bar bar suspend ho raha ha pls help me,hlo mera account bar bar suspend ho raha ha pls help,False,Other,0.0,Neutral
Instagram,nice app 👍,5,2026-04-28 23:25:27,nice app ,nice app,False,Other,0.6,Positive
Instagram,adarsh,5,2026-04-28 23:25:18,adarsh,adarsh,False,Other,0.0,Neutral
Instagram,so Cool 😎,5,2026-04-28 23:24:51,so cool ,cool,False,Other,0.35,Positive
Instagram,thank God 🙏,2,2026-04-28 23:23:54,thank god ,thank god,False,Other,0.0,Neutral
Instagram,Last 3 day my account was login and instra also not working just a loading nothing load I can't login in my account please solve this problem 😭,2,2026-04-28 23:23:28,last  day my account was login and instra also not working just a loading nothing load i cant login in my account please solve this problem ,  day account login instra work loading load not login account solve problem,False,Network,0.0,Neutral
Instagram,"my accounts are banned from platform without any reason this is a worst in my mobile ever. Instagram you didn't fix that , I disabled this app from my mobile",1,2026-04-28 23:23:27,my accounts are banned from platform without any reason this is a worst in my mobile ever instagram you didnt fix that  i disabled this app from my mobile,account ban platform reason bad mobile instagram not fix   disable app mobile,False,Other,-0.6,Negative
Instagram,Instagram isn't for the weak,5,2026-04-28 23:23:04,instagram isnt for the weak,instagram not weak,False,Other,-0.375,Negative
Instagram,good,5,2026-04-28 23:22:54,good,good,False,Other,0.7,Positive
Instagram,يدعم الاحتلال,1,2026-04-28 23:22:44, , ,False,Other,0.0,Neutral
Instagram,"""Dear Instagram Team, my account (yourusername) has been deactivated.",4,2026-04-28 23:22:20,dear instagram team my account yourusername has been deactivated,dear instagram team account yourusername deactivate,False,Other,0.0,Neutral
Instagram,nice app,5,2026-04-28 23:21:41,nice app,nice app,False,Other,0.6,Positive
Instagram,power full network speed,5,2026-04-28 23:21:15,power full network speed,power network speed,False,Network,0.35,Positive
Instagram,Packed with helpful tools for creators...,5,2026-04-28 23:20:50,packed with helpful tools for creators,pack helpful tool creator,False,Other,0.0,Neutral
Instagram,Instagram (((was)) the absolute best social media until (((he))) bought it... now it's all jewey...,5,2026-04-28 23:20:44,instagram was the absolute best social media until he bought it now its all jewey,instagram absolute good social medium buy jewey,False,Other,0.41111111111111115,Positive
Instagram,not working properly,1,2026-04-28 23:20:15,not working properly,work properly,False,Other,0.0,Neutral
Instagram,"Not working suddenly. Cleared cache, uninstall and reinstalled the app.. After that not logging in.. Just spinning..... Huawei mate 20 pro mobile, andriod version 12... Need fix",1,2026-04-28 23:20:01,not working suddenly cleared cache uninstall and reinstalled the app after that not logging in just spinning huawei mate  pro mobile andriod version  need fix,work suddenly clear cache uninstall reinstall app log spin huawei mate   pro mobile andriod version   need fix,True,Other,0.0,Neutral
Instagram,Excellent 👌,5,2026-04-28 23:19:30,excellent ,excellent,False,Other,1.0,Positive
Instagram,very frustrating ive had the same account for years and out of nowhere my account was suspended for no reason at all the given reason is false and very vulgar aswell give my account back seriously AI is so annoying fix this issue meta seriously you cant just do this to people FIX IT,1,2026-04-28 23:19:19,very frustrating ive had the same account for years and out of nowhere my account was suspended for no reason at all the given reason is false and very vulgar aswell give my account back seriously ai is so annoying fix this issue meta seriously you cant just do this to people fix it,frustrating ve account year account suspend reason give reason false vulgar aswell account seriously ai annoying fix issue meta seriously not people fix,False,Other,-0.42333333333333334,Negative
Instagram,no support for you issues,1,2026-04-28 23:18:39,no support for you issues,support issue,False,Other,0.0,Neutral
Instagram,I'm not able to upload reels idk what problem is going on my page going dead just because of you people,1,2026-04-28 23:18:26,im not able to upload reels idk what problem is going on my page going dead just because of you people,m able upload reel idk problem go page go dead people,False,Other,-0.225,Negative
Instagram,👍🏻good,5,2026-04-28 23:18:18,good,good,False,Other,0.7,Positive
Instagram,good app,5,2026-04-28 23:17:24,good app,good app,False,Other,0.7,Positive
Instagram,mat kar lala mat kar download warna life me sirf downfall hi hoga 🫨,3,2026-04-28 23:17:09,mat kar lala mat kar download warna life me sirf downfall hi hoga ,mat kar lala mat kar download warna life sirf downfall hi hoga,False,Other,0.0,Neutral
Instagram,you can fix this issue glitch all time the app,1,2026-04-28 23:16:15,you can fix this issue glitch all time the app,fix issue glitch time app,False,Other,0.0,Neutral
Instagram,I like to give 5star but I less one maybe next time I will i love ❤️ instagram,4,2026-04-28 23:16:14,i like to give star but i less one maybe next time i will i love  instagram,like star maybe time love   instagram,False,Other,0.11111111111111112,Positive
Instagram,Nice And Good App Ever😊,4,2026-04-28 23:16:14,nice and good app ever,nice good app,False,Other,0.6499999999999999,Positive
Instagram,verry verry excellent for this app 🔥❤️ Amazing 😍,5,2026-04-28 23:15:52,verry verry excellent for this app  amazing ,verry verry excellent app   amazing,False,Other,0.8,Positive
Instagram,My experience was good. I like to use Instagram more then other apps.,5,2026-04-28 23:15:39,my experience was good i like to use instagram more then other apps,experience good like use instagram app,False,Other,0.35833333333333334,Positive
Instagram,"good but this app is addictive. I was spending hours scrolling until I decided to delete my account. I encourage everyone to delete it, it is so freeing.",1,2026-04-28 23:14:23,good but this app is addictive i was spending hours scrolling until i decided to delete my account i encourage everyone to delete it it is so freeing,good app addictive spend hour scroll decide delete account encourage delete free,True,Other,0.35,Positive
Instagram,it's very good for social platforms form connect to everyone,5,2026-04-28 23:14:20,its very good for social platforms form connect to everyone,good social platform form connect,False,Other,0.4716666666666666,Positive
Instagram,nice,2,2026-04-28 23:14:17,nice,nice,False,Other,0.6,Positive
Instagram,wost of time this app,1,2026-04-28 23:14:13,wost of time this app,wost time app,False,Other,0.0,Neutral
Instagram,I'm facing a really bad experiences with instagram because I have to install the app every single time when I have to use it or else it wasn't working just showing errors in feed and reels please help me out I'm just done by logging my id again and again,1,2026-04-28 23:13:53,im facing a really bad experiences with instagram because i have to install the app every single time when i have to use it or else it wasnt working just showing errors in feed and reels please help me out im just done by logging my id again and again,m face bad experience instagram install app single time use not work show error feed reel help m log d,False,Other,-0.3857142857142856,Negative
Instagram,instagram happens to my fav app but now I never saw worst aap before like instagram it's veri hurting for me this aap suspend my account and even my facebook I login everything with my facebook now my everything I done and spend time until now all is good for nothing and aal this bcz of this instagram it's very bad I never saw aap like this before my worst decission in my life is choosing instagram plzz everyone don't install it insta doesn't care about our feelings,1,2026-04-28 23:13:36,instagram happens to my fav app but now i never saw worst aap before like instagram its veri hurting for me this aap suspend my account and even my facebook i login everything with my facebook now my everything i done and spend time until now all is good for nothing and aal this bcz of this instagram its very bad i never saw aap like this before my worst decission in my life is choosing instagram plzz everyone dont install it insta doesnt care about our feelings,instagram happen fav app see bad aap like instagram veri hurt aap suspend account facebook login facebook spend time good aal bcz instagram bad see aap like bad decission life choose instagram plzz not install insta not care feeling,False,Network,-0.5525,Negative
Instagram,best,5,2026-04-28 23:13:30,best,well,False,Other,1.0,Positive
Instagram,nicee,5,2026-04-28 23:13:30,nicee,nicee,False,Other,0.0,Neutral
Instagram,Never going to install this garbage ever. Now you are being forced to watch ads. Ad-Brake blocks the scrolling and you have to watch useless Jesus ads.,1,2026-04-28 23:13:10,never going to install this garbage ever now you are being forced to watch ads adbrake blocks the scrolling and you have to watch useless jesus ads,go install garbage force watch ad adbrake block scrolling watch useless jesus ad,False,Other,-0.4,Negative
Instagram,exilent app,5,2026-04-28 23:12:58,exilent app,exilent app,False,Other,0.0,Neutral
Instagram,very good app,5,2026-04-28 23:12:51,very good app,good app,False,Other,0.9099999999999999,Positive
Instagram,New upgrade won't load. Trying to open the app and it only shows a few buttons and no content.,1,2026-04-28 23:11:48,new upgrade wont load trying to open the app and it only shows a few buttons and no content,new upgrade will not load try open app show button content,False,Other,-0.015909090909090914,Neutral
Instagram,My jaan love youhhh insta,1,2026-04-28 23:11:48,my jaan love youhhh insta,jaan love youhhh insta,False,Other,0.5,Positive
Instagram,best for sharing,5,2026-04-28 23:11:20,best for sharing,well share,False,Other,1.0,Positive
Instagram,Love ad breaks! Absolutely amazing. They remind me that I should close this awful app and do something productive with my life. Absolutely amazing how managers find ways to make an awful product even worse.,5,2026-04-28 23:11:14,love ad breaks absolutely amazing they remind me that i should close this awful app and do something productive with my life absolutely amazing how managers find ways to make an awful product even worse,love ad break absolutely amazing remind close awful app productive life absolutely amazing manager find way awful product bad,False,Other,-0.11666666666666664,Negative
Instagram,hame bhi famous krdo yarr,5,2026-04-28 23:10:45,hame bhi famous krdo yarr,hame bhi famous krdo yarr,False,Other,0.5,Positive
Instagram,This app is good,5,2026-04-28 23:10:32,this app is good,app good,False,Other,0.7,Positive
Instagram,Insta is not working properly when I try to post some pictures there is no music option,1,2026-04-28 23:10:21,insta is not working properly when i try to post some pictures there is no music option,insta work properly try post picture music option,True,Other,0.0,Neutral
Instagram,Bad app for me because there is no girl in my Instagram account 😭 . Please fix this bug 😌,1,2026-04-28 23:10:18,bad app for me because there is no girl in my instagram account   please fix this bug ,bad app girl instagram account    fix bug,False,Bug,-0.6999999999999998,Negative
Instagram,"Accounts get suspended repeatedly even without doing anything wrong. The system is too sensitive and flags normal activity as suspicious. It’s frustrating to lose access without a clear reason or proper explanation, and it keeps happening even after verification.",1,2026-04-28 23:10:14,accounts get suspended repeatedly even without doing anything wrong the system is too sensitive and flags normal activity as suspicious its frustrating to lose access without a clear reason or proper explanation and it keeps happening even after verification,account suspend repeatedly wrong system sensitive flag normal activity suspicious frustrating lose access clear reason proper explanation keep happen verification,False,Performance,-0.09166666666666667,Neutral
Instagram,bahut bekar chij hai,5,2026-04-28 23:09:45,bahut bekar chij hai,bahut bekar chij hai,False,Other,0.0,Neutral
Instagram,so good,5,2026-04-28 23:09:35,so good,good,False,Other,0.7,Positive
Instagram,internet and loading issue last 2 days,1,2026-04-28 23:09:23,internet and loading issue last  days,internet loading issue   day,False,Other,0.0,Neutral
Instagram,best app ever,5,2026-04-28 23:09:07,best app ever,good app,False,Other,1.0,Positive
Instagram,it consumes your study time,1,2026-04-28 23:08:53,it consumes your study time,consume study time,False,Other,0.0,Neutral
Instagram,login error problem,5,2026-04-28 23:08:33,login error problem,login error problem,False,Network,0.0,Neutral
Instagram,I am having an issue since last few days it's not working properly,3,2026-04-28 23:08:03,i am having an issue since last few days its not working properly,have issue day work properly,False,Other,-0.06666666666666667,Neutral
Instagram,good app,5,2026-04-28 23:07:20,good app,good app,False,Other,0.7,Positive
Instagram,very nice,1,2026-04-28 23:07:20,very nice,nice,False,Other,0.78,Positive
Instagram,so nice to meet you,5,2026-04-28 23:06:56,so nice to meet you,nice meet,False,Other,0.6,Positive
Instagram,After I update My Instagram is not working from tomorrow,1,2026-04-28 23:06:36,after i update my instagram is not working from tomorrow,update instagram work tomorrow,True,Other,0.0,Neutral
Instagram,time waste,1,2026-04-28 23:06:36,time waste,time waste,False,Other,-0.2,Negative
Instagram,Good 👍😊,5,2026-04-28 23:05:27,good ,good,False,Other,0.7,Positive
Instagram,yye aap bahut achah h oar installing hone mai time bohot lagta h,5,2026-04-28 23:04:55,yye aap bahut achah h oar installing hone mai time bohot lagta h,yye aap bahut achah h oar instal hone mai time bohot lagta h,False,Performance,0.0,Neutral
Instagram,Instagram has let me down many a times despite being a user since 2015,1,2026-04-28 23:04:54,instagram has let me down many a times despite being a user since ,instagram let time despite user,False,Other,0.17222222222222222,Positive
Instagram,Loved it ❤️,5,2026-04-28 23:04:39,loved it ,love,False,Other,0.7,Positive
Instagram,my reel slow please help my problem sovle,5,2026-04-28 23:03:19,my reel slow please help my problem sovle,reel slow help problem sovle,False,Performance,-0.30000000000000004,Negative
Instagram,good,5,2026-04-28 23:03:05,good,good,False,Other,0.7,Positive
Instagram,I complain to instagram workers please solve my problem my instagram net is not working please solve this problem❤️‍🩹🙏🏻,5,2026-04-28 23:02:30,i complain to instagram workers please solve my problem my instagram net is not working please solve this problem,complain instagram worker solve problem instagram net work solve problem,False,Other,0.0,Neutral
Instagram,"I am unable to open saved posts , trying but got the app crashed everytime",4,2026-04-28 23:02:23,i am unable to open saved posts  trying but got the app crashed everytime,unable open save post   try get app crash everytime,False,Bug,-0.25,Negative
Instagram,so please Instagram team Instagram account arshaarshu309 is activate my Instagram account,1,2026-04-28 23:02:13,so please instagram team instagram account arshaarshu is activate my instagram account,instagram team instagram account arshaarshu activate instagram account,False,Other,0.0,Neutral
Instagram,great 👍,3,2026-04-28 23:02:11,great ,great,False,Other,0.8,Positive
Instagram,very nice 💯,5,2026-04-28 23:01:59,very nice ,nice,False,Other,0.78,Positive
Instagram,love ittt,5,2026-04-28 23:01:48,love ittt,love ittt,False,Other,0.5,Positive
Instagram,lovely,5,2026-04-28 23:01:35,lovely,lovely,False,Other,0.5,Positive
Instagram,only time wast ke liye ye bhout aacha platform ha thankyou,1,2026-04-28 23:01:19,only time wast ke liye ye bhout aacha platform ha thankyou,time wast ke liye ye bhout aacha platform ha thankyou,False,Other,0.0,Neutral
Instagram,hyee,5,2026-04-28 23:00:38,hyee,hyee,False,Other,0.0,Neutral
Instagram,F--- HDR and this stupid app,1,2026-04-28 23:00:26,f hdr and this stupid app,f hdr stupid app,False,Other,-0.7999999999999999,Negative
Instagram,follower 100k me,5,2026-04-28 22:59:51,follower k me,follower k,False,Other,0.0,Neutral
Instagram,this is so cool,5,2026-04-28 22:59:36,this is so cool,cool,False,Other,0.35,Positive
Instagram,nice 👍🏻👍🏻👍🏻,5,2026-04-28 22:58:44,nice ,nice,False,Other,0.6,Positive
Instagram,i have deleted insta and downloaded back but my account is logging always loading,1,2026-04-28 22:58:16,i have deleted insta and downloaded back but my account is logging always loading,delete insta download account log load,False,Other,0.0,Neutral
Instagram,please trending my interview with my I'd like comment share view support,3,2026-04-28 22:58:04,please trending my interview with my id like comment share view support,trend interview d like comment share view support,False,Other,0.0,Neutral
Instagram,"i can't see any comment for a while. I've update the app, cleared cache and logged off then on and still the issue is not fixed. Also i've reported this issue on the app hope it will be fixed ASAP.",1,2026-04-28 22:58:00,i cant see any comment for a while ive update the app cleared cache and logged off then on and still the issue is not fixed also ive reported this issue on the app hope it will be fixed asap,not comment ve update app clear cache log issue fix ve report issue app hope fix asap,True,Other,0.025,Neutral
Instagram,stisfied after using this,5,2026-04-28 22:57:56,stisfied after using this,stisfie,False,Other,0.0,Neutral
Instagram,this app is safe and secure,5,2026-04-28 22:57:32,this app is safe and secure,app safe secure,False,Other,0.45,Positive
Instagram,good,5,2026-04-28 22:57:18,good,good,False,Other,0.7,Positive
Instagram,next level,5,2026-04-28 22:57:12,next level,level,False,Other,0.0,Neutral
Instagram,Good,5,2026-04-28 22:57:04,good,good,False,Other,0.7,Positive
Instagram,Best 😍,5,2026-04-28 22:56:14,best ,well,False,Other,1.0,Positive
Instagram,Please my account recovered _aaru_kabaddi_001 please recover my account thanks 🙏,5,2026-04-28 22:56:13,please my account recovered aarukabaddi please recover my account thanks ,account recover aarukabaddi recover account thank,True,Other,0.2,Positive
Instagram,suspended in my account please check me,1,2026-04-28 22:56:07,suspended in my account please check me,suspend account check,False,Other,0.0,Neutral
Instagram,good,5,2026-04-28 22:54:36,good,good,False,Other,0.7,Positive
Instagram,pub:Instagram,1,2026-04-28 22:54:33,pubinstagram,pubinstagram,False,Other,0.0,Neutral
Instagram,very nice app,5,2026-04-28 22:54:27,very nice app,nice app,False,Other,0.78,Positive
Instagram,"From last 3days my instagram is.not.working id is logging in but its not working n not only my acc any other acc also not working, its a humble req to ig that pls make your application proper so that we may not face this same issue in future......ThankYou",1,2026-04-28 22:54:09,from last days my instagram isnotworking id is logging in but its not working n not only my acc any other acc also not working its a humble req to ig that pls make your application proper so that we may not face this same issue in futurethankyou,day instagram isnotworke d log work n acc acc work humble req ig pls application proper face issue futurethankyou,False,Other,-0.05416666666666667,Neutral
Instagram,Instagram is a secure app,5,2026-04-28 22:53:35,instagram is a secure app,instagram secure app,False,Other,0.4,Positive
Instagram,very good 😊 👍,5,2026-04-28 22:53:26,very good  ,good  ,False,Other,0.9099999999999999,Positive
Instagram,Gautam pasvan 🥷🥷🥷,5,2026-04-28 22:52:54,gautam pasvan ,gautam pasvan,False,Other,0.0,Neutral
Instagram,supar,5,2026-04-28 22:52:51,supar,supar,False,Other,0.0,Neutral
Instagram,nice app,4,2026-04-28 22:52:21,nice app,nice app,False,Other,0.6,Positive
Instagram,wonderful,5,2026-04-28 22:51:39,wonderful,wonderful,False,Other,1.0,Positive
Instagram,this app is too much nice I like this app ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,2026-04-28 22:48:50,this app is too much nice i like this app ,app nice like app,False,Other,0.6,Positive
Instagram,unfreez account only its enough for us,1,2026-04-28 22:48:44,unfreez account only its enough for us,unfreez account,False,Other,0.0,Neutral
Instagram,good,5,2026-04-28 22:48:20,good,good,False,Other,0.7,Positive
Instagram,nice but downloading not working,4,2026-04-28 22:48:17,nice but downloading not working,nice download work,False,Other,0.6,Positive
Instagram,very nice app,5,2026-04-28 22:44:24,very nice app,nice app,False,Other,0.78,Positive
Instagram,Good Entertainer 😍,3,2026-04-28 22:44:22,good entertainer ,good entertainer,False,Other,0.7,Positive
Instagram,I wanna write comment on somens story and i wanna mention note to someone,5,2026-04-28 22:43:50,i wanna write comment on somens story and i wanna mention note to someone,wanna write comment somen story wanna mention note,False,Other,0.0,Neutral
Instagram,best for poets and writers,5,2026-04-28 22:43:25,best for poets and writers,well poet writer,False,Other,1.0,Positive
Instagram,Best of all,5,2026-04-28 22:43:16,best of all,good,False,Other,1.0,Positive
Instagram,yuh,5,2026-04-28 22:42:40,yuh,yuh,False,Other,0.0,Neutral
Instagram,very bad because I wanted to add new account and delete older but it is not deleting.,1,2026-04-28 22:42:02,very bad because i wanted to add new account and delete older but it is not deleting,bad want add new account delete old delete,True,Other,-0.20232323232323227,Negative
Instagram,vary good,5,2026-04-28 22:42:00,vary good,vary good,False,Other,0.7,Positive
Instagram,dhar m k liye a,5,2026-04-28 22:41:57,dhar m k liye a,dhar m k liye,False,Other,0.0,Neutral
